Prefix,Vessel Name,Engine serial no,Engine Brand,Engine model,Status,Non Conclusive Follow Up,Engine shaft power,Engine Type,Engine Mounting,Engine Fuel Used,GT,Length,Breadth,Depth,Dead Weight,Year Built,Owner Name
SB,GRAZIA COSULICH,60KM-20eF,DAIHATSU,,"Up to B20. <B20 to B30, Consult OEM",,1060,Motor,Inboard,Diesel,3595,86.2,15.8,9.3,4998,2012,FRATELLI COSULICH BUNKERS
,GREEN HORNET,074318AA,TOHATSU,MFS30B 3AC,,Not Conclusive,21,Motor,Outboard,Petrol,1,4.2,1.4,0.6,1,2020,SURVEY CONSULTANCY LLP
,GULBIS,,,,,Not Conclusive,,,,,69,12.5,11,1.8,,2008,DONG-A CONSULTANTS ASIA PTE LTD
SC,GWYN 92,1419L145709,WEI CHAI,,Up to B30,,330, ,Inboard,Diesel,28,15,3.8,1.7,,2011,EQUATORIAL MARINE FUEL MGT SERVICES PTE
SR,H S HOPPER 22,,,,,Not Conclusive,,,,,819,47.6,12.8,4.5,,2012,HIAP SHING SHIPPING PTE LTD
SR,H S HOPPER 23,,,,,Not Conclusive,,,,,819,47.6,12.8,4.5,,2012,HIAP SHING SHIPPING PTE LTD
SR,H S HOPPER 24,,,,,Not Conclusive,,,,,819,47.6,12.8,4.5,,2012,HIAP SHING SHIPPING PTE LTD
SR,H S HOPPER 25,,,,,Not Conclusive,,,,,819,47.6,12.8,4.5,,2013,HIAP SHING SHIPPING PTE LTD
SR,H S HOPPER 26,,,,,Not Conclusive,,,,,819,47.6,12.8,4.5,,2013,HIAP SHING SHIPPING PTE LTD
SR,H S HOPPER 27,,,,,Not Conclusive,,,,,819,47.7,12.8,4.5,,2013,HIAP SHING SHIPPING PTE LTD
SR,H S HOPPER 28,,,,,Not Conclusive,,,,,819,47.6,12.8,4.5,,2013,HIAP SHING SHIPPING PTE LTD
SR,H S HOPPER 29,,,,,Not Conclusive,,,,,819,47.6,12.8,4.5,,2013,HIAP SHING SHIPPING PTE LTD
SR,H S HOPPER 30,,,,,Not Conclusive,,,,,819,47.6,12.8,4.5,,2013,HIAP SHING SHIPPING PTE LTD
SR,H S HOPPER 31,,,,,Not Conclusive,,,,,819,47.6,12.8,4.5,,2013,HIAP SHING SHIPPING PTE LTD
SR,H S HOPPER 32,,,,,Not Conclusive,,,,,819,47.6,12.8,4.5,,2013,HIAP SHING SHIPPING PTE LTD
SR,H S HOPPER 33,,,,,Not Conclusive,,,,,819,47.6,12.8,4.5,,2014,HIAP SHING SHIPPING PTE LTD
SR,H S HOPPER 34,,,,,Not Conclusive,,,,,819,47.6,12.8,4.5,,2014,HIAP SHING SHIPPING PTE LTD
SR,H S HOPPER 35,,,,,Not Conclusive,,,,,819,47.6,13,5,,2014,HIAP SHING SHIPPING PTE LTD
SR,H S HOPPER 36,,,,,Not Conclusive,,,,,819,47.6,12.8,4.5,,2014,HIAP SHING SHIPPING PTE LTD
SR,H S HOPPER 37,,,,,Not Conclusive,,,,,819,47.6,12.8,4.5,,2014,HIAP SHING SHIPPING PTE LTD
ST,H W 10,10368330,CUMMINS,,Up to B20,,250,Motor,Inboard,Diesel,31,14.8,4.1,1.8,,1980,HAI WOON TUG BOAT CO PTE LTD
ST,H W 18,31115479,CUMMINS,,Up to B20,,372,Motor,Inboard,Diesel,20,15.5,4.4,1,,1990,HAI WOON TUG BOAT CO PTE LTD
ST,H W 19,37135049,CUMMINS,,Up to B20,,372,Motor,Inboard,Diesel,49,15.4,4.1,2.7,,1991,HAI WOON TUG BOAT CO PTE LTD
SC,HAI ANN 2,150026,NISSAN,,,Not Conclusive,323, ,Inboard,Diesel,32,14,4,2,,2012,LENG LAUNCHES PTE LTD
SC,HAI ANN 3,1213J064508,WEI CHAI,,Up to B30,,320,Motor,Inboard,Diesel,28,13.5,4,1.8,,2014,LENG LAUNCHES PTE LTD
,HAI ANN 9,1215D011426,WEI CHAI,,Up to B30,,147,Motor,Inboard,Diesel,28,14.5,3.8,1.8,,2015,LENG LAUNCHES PTE LTD
SB,HAI SOON 1,FTSI980,YANMAR,,"Up to B100, without modification",,956,Motor,Inboard,Diesel,2818,84.6,15.8,7.2,4261,2010,HAI HENG PETL &AMP; B&#39;KERING PTE LTD
SB,HAI SOON 16,FTF1018,YANMAR,6N2,"Up to B100, without modification",,956, ,Inboard,Diesel,2828,84.6,15.8,7.2,4288,2012,EASTERN KING MARINE PTE LTD
SB,HAI SOON 2,FTS0984,YANMAR,,"Up to B100, without modification",,956,Motor,Inboard,Diesel,2818,84.6,15.8,7.2,4243,2010,HAI SOON SERVICES PTE LTD
SB,HAI SOON 3,6N21A-EV,YANMAR,,"Up to B100, without modification",,956, ,Inboard,Diesel,2818,85,16,7.2,4259,2010,HAI SOON SHIPPING PTE LTD
,HAI SOON 32,LH46L,HANSHIN,,,Not Conclusive,2942, ,Inboard,Diesel,3964,99,16.2,8.2,6542,1999,RYSON MARINE SERVICES PTE LTD
SB,HAI SOON 33,FTF1020,YANMAR,6N21A-EW,"Up to B100, without modification",,956, ,Inboard,Diesel,2828,84.6,15.8,7.2,4255,2012,RYSON SHIPPING PTE LTD
SB,HAI YIN I,41156594,CUMMINS,,Up to B20,,201, ,Inboard,Diesel,495,47,9.8,1.2,902,2011,HAI YIN MARINE PTE LTD
SC,HALONG BAY 2301,,,,,Not Conclusive,,,,,1542,67.3,21.3,4.3,,2011,KIM HOCK BEE MARINE PTE LTD
,HAM 1209,,,,,Not Conclusive,,,,,707,54.9,15.2,3,,1994,ORION LOGISTICS PTE LTD
,HANAUMA BAY 2506,,,,,Not Conclusive,,,,,1818,73.2,21.3,4.6,,2014,KIM HOCK BEE MARINE PTE LTD
,HANIFARU BAY 2317,,,,,Not Conclusive,,,,,1986,67.3,67.3,4.9,,2023,KIM HOCK BEE MARINE PTE LTD
SB,HANTEK 3,G6300ZC6B,NINGBO,,,Not Conclusive,1103, ,Inboard,Diesel,3949,84.5,17.5,9,6775,2009,SINGFAR MARINA PTE LTD
ST,HARBOUR 11,1216E000784,WEI CHAI,,Up to B30,,230,Motor,Inboard,Diesel,108,15.5,7.2,2.5,,2016,ASL OFFSHORE &AMP;AMP; MARINE PTE LTD
ST,HARBOUR 4501,5311601727,VOLVO PENTA,D7C-B TA,Up to B30,,169,Motor,Inboard,Diesel,53,13.9,5.3,2.7,,2014,CAPITOL OFFSHORE PTE LTD
ST,HARBOUR 4502,5311600899,VOLVO PENTA,D7C-B TA,Up to B30,,169,Motor,Inboard,Diesel,53,13.9,5.3,2.7,,2015,CAPITOL OFFSHORE PTE LTD
ST,HARBOUR 4503,5311607041,VOLVO PENTA,D7C-B TA,Up to B30,,169,Motor,Inboard,Diesel,53,13.9,5.3,2.7,,2015,CAPITOL OFFSHORE PTE LTD
ST,HARBOUR 4505,5311502054,VOLVO PENTA,D7C-B TA,Up to B30,,169,Motor,Inboard,Diesel,53,13.9,5.3,2.7,,2014,CAPITOL OFFSHORE PTE LTD
ST,HARBOUR 4506,5311508504,VOLVO PENTA,D7C-B TA,Up to B30,,169,Motor,Inboard,Diesel,53,13.9,5.3,2.7,,2014,CAPITOL OFFSHORE PTE LTD
ST,HARBOUR 9,2160006,WEI CHAI,,Up to B30,,230,Motor,Inboard,Diesel,108,15.5,7.2,2.5,,2016,ASL OFFSHORE &AMP;AMP; MARINE PTE LTD
SC,HARBOUR BAY 2305,,,,,Not Conclusive,,,,,1542,67.3,21.3,4.2,,2013,KIM HOCK BEE MARINE PTE LTD
,HARITA 88,,,,,Not Conclusive,,,,,1758,53.8,22,4,,1998,ASL OFFSHORE &AMP;AMP; MARINE PTE LTD
SP,HARMONY,5940040109,YAMAHA,,,Not Conclusive,213,Motor,Inboard,Diesel,32,14.4,3.7,2.1,,1983,NYC OUTWARD BOUND SINGAPORE
SR,HAYASAKA NO 6,,,,,Not Conclusive,,,,,610,40,18,3,,1990,OUNG MARINE SERVICES (S) PTE LTD
SC,HAZEL 2,282961,MITSUBISHI,,Up to B30,,180, ,Inboard,Diesel,28,12,4,2,,1999,ENGCO MARINE SERVICES PTE LTD
SR,HDJ 3,,,,,Not Conclusive,,,,,48,12.5,9,1.5,,1996,DONG-A CONSULTANTS ASIA PTE LTD
SR,HEISEI 7,,,,,Not Conclusive,,,,,1645,53.8,22,4,,1995,CAPITOL SHIPPING PTE LTD
SR,HEISEI 8,,,,,Not Conclusive,,,,,1686,54.4,23,4,,1995,CAPITOL SHIPPING PTE LTD
SR,HELIOS I,X2031853,YAMAHA,,,Not Conclusive,110,Motor,Outboard,Petrol,2,9.8,2.4,0.3,,2014,BOLSEN MARINE SYSTEMS PTE LTD
SR,HELIOS III,174566,MITSUBISHI,,Up to B30,,283, ,Inboard,Diesel,23,14.9,3.6,1.5,,1998,BOLSEN MARINE SYSTEMS PTE LTD
SR,HELIOS JUNIOR III,03003F-910007,SUZUKI,,,Not Conclusive,30,Motor,Outboard,Petrol,1,4.4,1.7,0.2,,2010,BOLSEN MARINE SYSTEMS PTE LTD
,HELIOS S1,1422L049003,WEI CHAI,WP12C450-21,Up to B30,,330,Motor,Inboard,Diesel,32,14.2,4.4,2.1,,2022,BOLSEN MARINE SYSTEMS PTE LTD
,HELIOS S3,1421S072658,WEI CHAI,WP12C450-21,Up to B30,,330,Motor,Inboard,Diesel,62,19.3,5.5,2.8,,2016,BOLSEN MARINE SYSTEMS PTE LTD
SR,HEMPEL MILLENNIUM RAFT,,,,,Not Conclusive,,,,,6,6.4,4,0.8,,2001,HEMPEL (SINGAPORE) PTE LTD
SC,HLBS 1,1421S075077,WEI CHAI,,Up to B30,,300, ,Inboard,Diesel,24,13.5,3.8,1.6,,2007,HENG LEE BOAT SERVICES PTE LTD
SC,HLBS 10,1417F071447,WEI CHAI,,Up to B30,,220, ,Inboard,Diesel,33,14.5,4,2,,2013,HENG LEE BOAT SERVICES PTE LTD
SC,HLBS 11,1414N058116,WEI CHAI,,Up to B30,,330,Motor,Inboard,Diesel,33,14.5,4,2,,2014,HLBS PTE LTD
SC,HLBS 12,1145G024593,WEI CHAI,,Up to B30,,330,Motor,Inboard,Diesel,33,14.5,4,2,,2016,HENG LEE BOAT SERVICES PTE LTD
SC,HLBS 18,WP12C450-21,WEI CHAI,,Up to B30,,330,Motor,Inboard,Diesel,33,14.5,4,2,,2017,HENG LEE BOAT SERVICES PTE LTD
SC,HLBS 2,94246,MITSUBISHI,,Up to B30,,283, ,Inboard,Diesel,25,13.5,3.8,1.7,,2007,HENG LEE BOAT SERVICES PTE LTD
SC,HLBS 28,1422L049002,WEI CHAI,,Up to B30,,330,Motor,Inboard,Diesel,33,14.5,4,2,,2018,HLBS PTE LTD
SC,HLBS 7,1418B019265,WEI CHAI,WP12C450-21,Up to B30,,335, ,Inboard,Diesel,33,14.5,4,2,,2010,MARINA SOUTH FERRIES PTE LTD
SC,HLBS 8,1417K134301,WEI CHAI,WP12C450-21,Up to B30,,335, ,Inboard,Diesel,29,13.5,3.8,2,,2011,HENG LEE BOAT SERVICES PTE LTD
SC,HLBS 9,P:772807,ISUZU,,,Not Conclusive,195, ,Inboard,Diesel,42,17,4.3,2,,2012,HLBS PTE LTD
,HMS WAFFLES,A11753,HINO,,,Not Conclusive,350, ,Inboard,Diesel,28,14.3,4,1.7,,2005,HYDRO MARINE SOLUTIONS PTE LTD
SB,HOETEK 19,1835,ZICHAI,Z6270ZLC-11,,Not Conclusive,860,Motor,Inboard,Diesel,1492,62.4,13.8,5.5,1977,2013,SINGFAR ENGINEERING & SHIPBUILDING P
SB,HONESTY,2463,YANMAR,6AY,"Up to B100, without modification",,485, ,Inboard,Diesel,662,43,12,4.7,811,2012,UNILINE ENERGY PTE LTD
SC,HORIZON BAY 2510,,,,,Not Conclusive,,,,,1818,73.2,21.3,4.6,,2015,KIM HOCK BEE MARINE PTE LTD
SR,HOVER 90TM,,,,,Not Conclusive,,,,,258,35,17.4,1.5,,2011,CHG MARINE SERVICES PTE LTD
SR,HOVER RESCUE,201-001713,IVECO,,,Not Conclusive,743, ,Inboard,Diesel,34,21.1,11.3,0.5,,2010,CHANGI AIRPORT GROUP (S) PTE LTD
SR,HOVER SEARCH,501024954,MTU,,"Four types up to B100, the rest up to B20/B30",,588, ,Inboard,Diesel,34,21.1,11.3,0.5,,2002,CHANGI AIRPORT GROUP (S) PTE LTD
SR,HSC 1,,,,,Not Conclusive,,,,,1639,67.3,21.4,4.3,,2016,HIAP SHING CONSTRUCTION PTE LTD
SR,HSC 2,,,,,Not Conclusive,,,,,1639,67.3,21.4,4.3,,2016,HIAP SHING CONSTRUCTION PTE LTD
SR,HSL CB1180,,,,,Not Conclusive,,,,,648,52.7,15.3,3.1,,2008,STEADFAST ENGINEERING &AMP; CONSTRUCTION
SR,HSL WB2120,,,,,Not Conclusive,,,,,254,35.1,12.1,2.4,,2010,NAUTILUS MARINE PTE LTD
,HSL WB3180,,,,,Not Conclusive,,,,,866,52.7,17.1,3.7,,2010,STEADFAST ENGINEERING &AMP; CONSTRUCTION
ST,HT BEARSS,1013526010,VOLVO PENTA,D138-NMH,Up to B30,,368,Motor,Inboard,Diesel,66,15.2,6,3,,2014,SEATRIUM MARINE SERVICES PTE. LTD.
ST,HT EXCALIBUR,1013332605,VOLVO,,Up to B30,,404,Motor,Inboard,Diesel,66,15.2,6,3,,2013,TW (SABAH) PTE LTD
ST,HT VANDA,1013436705,VOLVO PENTA,D138-NMH,Up to B30,,368,Motor,Inboard,Diesel,66,15.2,6,3,,2013,SEATRIUM MARINE SERVICES PTE. LTD.
SR,HTJ NO 1,,,,,Not Conclusive,,,,,23,8.9,7.4,1.2,,1987,KWANG SING ENGINEERING PTE LTD
,HUDSON BAY 1202,,,,,Not Conclusive,,,,,260,36.5,12.1,2.4,,2013,KIM HOCK BEE MARINE PTE LTD
SB,HUMBER,FTF1024,YANMAR,,"Up to B100, without modification",,956, ,Inboard,Diesel,2995,85.1,16,7.3,4476,2012,GEA-HOTEL PTE LTD
ST,HUP LEE,37154542,CUMMINS,,Up to B20,,372, ,Inboard,Diesel,32,14.9,2.8,2.7,,1995,HUP LEE MARINE SERVICES PTE LTD
,HW 1,P:3144883,CUMMINS,,Up to B20,,245,Motor,Inboard,Diesel,23,12.5,3.6,1.8,,1992,HAI WOON TUG BOAT CO PTE LTD
ST,HW 20,10883292,CUMMINS,,Up to B20,,298, ,Inboard,Diesel,26,13.4,3.8,1.8,,1975,HAI WOON TUG BOAT CO PTE LTD
SB,HY AMBER,4355,YANMAR,6AYM-WST,"Up to B100, without modification",,485,Motor,Inboard,Gas Oil,724,41.2,11.8,5.2,97878,2012,MAXWELL SHIP MANAGEMENT PTE LTD
SB,HY CHAMPION,6AY,YANMAR,,"Up to B100, without modification",,1991,Motor,Inboard,Diesel,724,41.1,11.8,5.2,989,2011,MAXWELL SHIP MANAGEMENT PTE LTD
SB,HY CRYSTAL,1991,YANMAR,6AY,"Up to B100, without modification",,485, ,Inboard,Diesel,724,41.2,11.8,5.2,977,2012,MAXWELL SHIP MANAGEMENT PTE LTD
SB,HY EMERALD,2150,YANMAR,6AY,"Up to B100, without modification",,485, ,Inboard,Diesel,724,41.2,11.8,5.2,985,2012,MAXWELL SHIP MANAGEMENT PTE LTD
SB,HY JADE,2150,YANMAR,6AY,"Up to B100, without modification",,485,Motor,Inboard,Diesel,724,41.2,11.8,5.2,977,2012,MAXWELL SHIP MANAGEMENT PTE LTD
SB,HY PARTNER,99U07838,CATERPILLAR,,"Up to B100, dealer consultation required",,299, ,Inboard,Diesel,687,48.2,10.8,4.8,741,1994,MAXWELL SHIP MANAGEMENT PTE LTD
SB,HY PROSPER,1950,YANMAR,6AY,"Up to B100, without modification",,485, ,Inboard,Diesel,724,41.2,11.8,5.2,,2011,MAXWELL SHIP MANAGEMENT PTE LTD
SB,HY TALENT,1982,YANMAR,6AY,"Up to B100, without modification",,485, ,Inboard,Diesel,724,41.2,11.8,5.2,1,2011,MAXWELL SHIP MANAGEMENT PTE LTD
,HYDROMOVER,E-POD-002,E-POD VELOCITY,,,Not Conclusive,235,Motor,Inboard,Full Electric,80,18.5,8,3.3,,2022,LITA OCEAN PTE LTD
SR,HYDROPRO 1,4089,YANMAR,,"Up to B100, without modification",,441,Motor,Inboard,Diesel,109,25.2,6.1,2.5,,2017,HYDROPRO PTE LTD
,HYDROPRO 6,6162,YANMAR,6CXBM-GT,"Up to B100, without modification",,294,Motor,Inboard,Diesel,83,20.1,6.1,2.4,,2021,HYDROPRO PTE LTD
,HYDROPRO 8,1087642,YAMAHA,,,Not Conclusive,25,Motor,Outboard,Petrol,3,6,1.8,0.7,,2022,HYDROPRO PTE LTD
SP,I ANGEL,16VF-10174,GM,16V-92TA,,Not Conclusive,745,Motor,Inboard,Diesel,54,18.8,4.5,2,,1992,SPORE ISLAND CRUISE AND FERRY SVC PL
SP,I MANTA,5666,YANMAR,6HYM-WET,"Up to B100, without modification",,441,Motor,Inboard,Diesel,95,20,6,2.3,,2020,SPORE ISLAND CRUISE AND FERRY SVC PL
SP,I MARLIN,P:191926,DETROIT,,,Not Conclusive,224, ,Inboard,Diesel,79,21.6,5.2,2,,1992,SPORE ISLAND CRUISE AND FERRY SVC PL
SP,I MOLA,P:019943,MTU,,"Four types up to B100, the rest up to B20/B30",,915,Motor,Inboard,Diesel,240,31.8,7.4,3,350,1995,SPORE ISLAND CRUISE AND FERRY SVC PL
SP,I RAY,P:G95-833,MTU,,"Four types up to B100, the rest up to B20/B30",,555, ,Inboard,Diesel,65,16.3,6.4,2.2,,1996,SPORE ISLAND CRUISE AND FERRY SVC PL
SP,I SHARK I,P:02015056,MTU,,"Four types up to B100, the rest up to B20/B30",,610, ,Inboard,Diesel,117,21.5,6.5,2.4,,1994,SPORE ISLAND CRUISE AND FERRY SVC PL
SP,I SHARK II,150201505,MTU,,"Four types up to B100, the rest up to B20/B30",,610, ,Inboard,Diesel,117,21.5,6.4,4.4,,1994,SPORE ISLAND CRUISE AND FERRY SVC PL
SP,I VIPER I,G917C004373,SHANGHAI DIESEL,SC15G500,Up to B30,,320,Motor,Inboard,Diesel,59,16.3,5.3,2.1,,2018,SPORE ISLAND CRUISE AND FERRY SVC PL
SP,I VIPER II,G917C004375,SHANGHAI DIESEL,SC15G500,Up to B30,,320,Motor,Inboard,Diesel,59,16.3,5.3,2.1,,2018,SPORE ISLAND CRUISE AND FERRY SVC PL
,I VIPER III,G917C004377,SHANGHAI DIESEL,SC15G500.1CA2,Up to B30,,320,Motor,Inboard,Gas Oil,59,16.3,5.3,2.1,,2018,SPORE ISLAND CRUISE AND FERRY SVC PL
,I VIPER VI,G918B003829 (P),SHANGHAI DIESEL,SC15G500-1CA2,Up to B30,,320,Motor,Inboard,Diesel,59,16.2,5.3,2.1,,2019,SPORE ISLAND CRUISE AND FERRY SVC PL
SP,I WHALE,P:0345,YANMAR,,"Up to B100, without modification",,425, ,Inboard,Diesel,90,21.6,5.6,2.3,,1989,SPORE ISLAND CRUISE AND FERRY SVC PL
SR,ILLUMINATOR,1422D013664,WEI CHAI,WP12C450-21,Up to B30,,330,Motor,Inboard,Diesel,33,14.2,4.4,2.1,,2022,PRESTIGE OCEAN PTE LTD
SR,IMID BRAVO,10544,HINO,,,Not Conclusive,180, ,Inboard,Diesel,34,15.2,4.3,1.8,,1981,INTERNTL MARINE IND DIVING P L
,IMID CHARLIE,504356,ISUZU,,,Not Conclusive,260,Motor,Inboard,Diesel,27,15,3.5,1.8,,2008,INTERNTL MARINE IND DIVING P L
SC,INDEPENDENCE,244778,MITSUBISHI,6D22,Up to B30,,187, ,Inboard,Diesel,9,14.2,4.2,0.5,,2012,STRAITS BUNKERING PTE LTD
SB,INDUS,AQ6K260027,DAIHATSU,6DKM-26L,"Up to B20. <B20 to B30, Consult OEM",,1471,Motor,Inboard,Diesel,4262,87.5,17.5,9,6300,2006,STELLAR SHIP MANAGEMENT SERVICES PTE LTD
SC,INFINITI 8,,,,,Not Conclusive,,,,,1117,52.7,18.3,4.3,,2013,INFINITI MARINE PTE LTD
SC,INFINITI 9,,,,,Not Conclusive,,,,,270,35.2,12.2,2.5,,2013,FORTIS MARINE PTE LTD
SR,INNOVA 2,,,,,Not Conclusive,,,,,258,35.2,12.2,2.5,,2009,INNOVA ENGINEERING PTE LTD
,INTAN 1804,,,,,Not Conclusive,,,,,915,52.7,18.3,3.6,,2007,ASL OFFSHORE &AMP;AMP; MARINE PTE LTD
SR,INTAN 1809,,,,,Not Conclusive,,,,,629,52.7,15.3,3.1,,2008,CAPITOL AQUARIA PTE LTD
SR,INTAN 36 07,,,,,Not Conclusive,,,,,1471,67.3,19.5,4.2,,2006,ASL OFFSHORE &AMP;AMP; MARINE PTE LTD
ST,INTAN T1701,2395,CATERPILLAR,,"Up to B100, dealer consultation required",,632, ,Inboard,Diesel,230,24.5,8.6,3.8,,2007,LIGHTMODE PTE LTD
ST,INTAN T1703,P:REA02578,CATERPILLAR,,"Up to B100, dealer consultation required",,632, ,Inboard,Diesel,230,24.5,8.6,3.8,,2007,LIGHTMODE PTE LTD
SB,INTEGRITY,TAEEYM0032,YANMAR,,"Up to B100, without modification",,970,Motor,Inboard,Diesel,662,44,12,4.7,800,2012,UNILINE CARRIERS PTE LTD
SR,INVESTIGATOR,1422D013657,WEI CHAI,WP12C450-21,Up to B30,,330,Motor,Inboard,Diesel,32,14.2,4.4,2.1,,2022,PRESTIGE OCEAN PTE LTD
,ION 12,,,,,Not Conclusive,,,,,303,35.2,12.2,2.5,,2007,MAVERICK OFFSHORE SERVICES PTE LTD
SR,IRON LADY 1,73646757,CUMMINS,,Up to B20,,228, ,Inboard,Diesel,15,8,4.4,1.5,,2011,NAVAL GROUP FAR EAST PTE LTD
SR,ISAMIGO 3,,,,,Not Conclusive,,,,,1270,50,22,3.8,,1993,FRANKLIN OFFSHORE INTL PTE LTD
SB,ISANDA,AQ6K260036,DAIHATSU,,"Up to B20. <B20 to B30, Consult OEM",,1618, ,Inboard,Diesel,4915,97,17.5,9,8679,2007,HONG LAM MARINE PTE LTD
SB,ISSELIA,AQ6K260029,DAIHATSU,,"Up to B20. <B20 to B30, Consult OEM",,1618, ,Inboard,Diesel,4915,97,17.5,9,8678,2007,PERTAMINA INTL MARKETING &AMP; DISTRIBUT
SR,JANDA SUNTI,21351416,CUMMINS,,Up to B20,,135,Motor,Inboard,Diesel,9,7.6,2.7,1.5,,2001,ADAM TAN ABDULLAH
SB,JASMINE,41201729,CUMMINS,,Up to B20,,298,Motor,Inboard,Diesel,116,22.9,6.5,3.2,140,2014,VICTORY PTE LTD
,JAYMOR SEA,,,,,Not Conclusive,,,,,254,36.6,9.8,2.5,,1976,SEATRIUM (SG) PTE LTD
,JERVIS BAY 2302,,,,,Not Conclusive,,,,,1542,68,21.3,4.3,,2012,KIM HOCK BEE MARINE PTE LTD
SR,JIBCP 1,,,,,Not Conclusive,,,,,103,19.2,10,1.9,,2016,HIAP SHING CONSTRUCTION PTE LTD
SR,JIBCP 2,,,,,Not Conclusive,,,,,103,19.2,10,1.9,,2016,HIAP SHING CONSTRUCTION PTE LTD
SR,JIBCP 3,,,,,Not Conclusive,,,,,103,19.2,10,1.9,,2017,HIAP SHING CONSTRUCTION PTE LTD
SR,JIBCP 4,,,,,Not Conclusive,,,,,103,19.2,10,1.9,,2017,HIAP SHING CONSTRUCTION PTE LTD
SR,JIBCP 5,,,,,Not Conclusive,,,,,103,19.2,10,1.9,,2017,HIAP SHING CONSTRUCTION PTE LTD
SR,JIBCP 6,,,,,Not Conclusive,,,,,103,19.2,10,1.9,,2017,HIAP SHING CONSTRUCTION PTE LTD
SR,JIBCP 7,,,,,Not Conclusive,,,,,103,19.2,10,1.9,,2017,HIAP SHING CONSTRUCTION PTE LTD
SR,JIBCP 8,,,,,Not Conclusive,,,,,103,19.2,10,1.9,,2017,HIAP SHING CONSTRUCTION PTE LTD
ST,JMS ARJUNA,27474,NIIGATA,,,Not Conclusive,1471,Motor,Inboard,Diesel,476,28.7,12,5.2,,2015,SEATRIUM MARINE SERVICES PTE. LTD.
,JMS BENAR,26381,NIIGATA,,,Not Conclusive,1471, ,Inboard,Diesel,348,27.4,10.5,5,,2013,SEATRIUM MARINE SERVICES PTE. LTD.
,JMS BERANI,26383,NIIGATA,,,Not Conclusive,1471, ,Inboard,Diesel,348,27.4,10.5,5,,2013,SEATRIUM MARINE SERVICES PTE. LTD.
ST,JMS DUTA,0,NIIGATA,,,Not Conclusive,1471,Motor,Inboard,Diesel,476,28.7,12,5.2,,2015,SEATRIUM MARINE SERVICES PTE. LTD.
ST,JMS GAMMA,P:21588,NIIGATA,,,Not Conclusive,1471, ,Inboard,Diesel,343,28.7,9.8,4.9,,2009,SEATRIUM MARINE SERVICES PTE. LTD.
ST,JMS KAPPA,25189,NIIGATA,6L26HLX,,Not Conclusive,1471,Motor,Inboard,Diesel,343,28.7,9.8,4.9,,2009,SEATRIUM MARINE SERVICES PTE. LTD.
ST,JMS MENANG,26858,NIIGATA,6L28HX,,Not Conclusive,,1654,Motor,Inboard,499,30.3,12,5.2,,2014,SEATRIUM MARINE SERVICES PTE. LTD.
ST,JMS RAJA,26856,NIIGATA,6L28HX,,Not Conclusive,1654,Motor,Inboard,Diesel,499,30.3,12,5.2,,2014,SEATRIUM MARINE SERVICES PTE. LTD.
ST,JMS SATRIA,27472,NIIGATA,,,Not Conclusive,1471,Motor,Inboard,Diesel,476,28.7,12,5.2,,2015,SEATRIUM MARINE SERVICES PTE. LTD.
,JMS SUNSHINE,595100035,MTU,16V4000M55RN,"Four types up to B100, the rest up to B20/B30",,1492,Motor,Inboard,LNG,476,28.2,12,4.9,,2020,SEATRIUM MARINE SERVICES PTE. LTD.
,JMS TANGKAS,26486,NIIGATA,,,Not Conclusive,1323, ,Inboard,Diesel,357,27.3,10.5,5,,2013,SEATRIUM MARINE SERVICES PTE. LTD.
,JMS TERAJU,26051,NIIGATA,,,Not Conclusive,1323, ,Inboard,Diesel,351,27.4,10.5,5,,2012,SEATRIUM MARINE SERVICES PTE. LTD.
ST,JMS WIRA,27514,NIIGATA,,,Not Conclusive,1471,Motor,Inboard,Diesel,476,28.7,12,5.2,,2015,SEATRIUM MARINE SERVICES PTE. LTD.
SC,JOANNA 1,6D-22-247578,MITSUBISHI,,Up to B30,,180, ,Inboard,Diesel,28,14,3.9,1.8,,2004,ENG MOTOR LAUNCH SERVICE
,JOLLY RAMONA,8DC10/373499,MITSUBISHI,8 DC 10,Up to B30,,112,Motor,Inboard,Diesel,33,17,4,2,,2008,HAI HUP HUAT MARINE PTE LTD
,JOLLY RANDI,12VA5965,GM ,DETROIT ENGINE,,Not Conclusive,150,Motor,Inboard,Diesel,67,19.4,5.4,2.6,,2005,HAI HUP HUAT MARINE PTE LTD
SC,JOLLY RANGER,537,NISSAN,,,Not Conclusive,350, ,Inboard,Diesel,38,15.7,5,2.3,20,1998,HAI HUP HUAT MARINE PTE LTD
,JOLLY REGINA,E13064,HINO,,,Not Conclusive,145,Motor,Inboard,Diesel,22,13.5,3.5,1.6,,2006,HAI HUP HUAT MARINE PTE LTD
SC,JOLLY REGIS,C19805,HINO,,,Not Conclusive,280, ,Inboard,Diesel,42,17,4.8,1.8,,1998,HHH LAUNCH SERVICES PTE LTD
SC,JOLLY RENZO,336742,MITSUBISHI,,Up to B30,,115, ,Inboard,Diesel,65,19,6,2,,2008,HAI HUP HUAT MARINE PTE LTD
SC,JOLLY RICH,G918A003568,SHANGHAI DIESEL,SC15G500.1CA2,Up to B30,,199,Motor,Inboard,Diesel,134,29.5,8,2.8,,2019,HAI HUP HUAT MARINE PTE LTD
SC,JOLLY RIDER,F20CE13635,HINO,,,Not Conclusive,239, ,Inboard,Diesel,26,18.3,4.9,1,,2011,HAI HUP HUAT MARINE PTE LTD
